,A Room with a View.txt,A Doll's House.txt,A Christmas Carol in Prose Being a Ghost Story of Christmas.txt,A Modest Proposal.txt,A Short History of English Agriculture.txt,A Smaller History of Rome.txt
458.,0,0,0,0,1,1
458.--The,0,0,0,0,0,1
459,0,0,0,0,1,0
459.,0,0,0,0,1,0
45:,0,0,0,0,0,1
45;,0,0,0,0,1,1
45s.,0,0,0,0,1,0
46,0,0,0,0,1,1
46),0,0,0,0,0,1
"46,",0,0,0,0,1,1
"46,916,000",0,0,0,0,1,0
46-7.,0,0,0,0,1,0
46.,0,0,0,0,1,1
460.,0,0,0,0,0,1
461.,0,0,0,0,0,1
462,0,0,0,0,1,0
"462,",0,0,0,0,0,1
462.,0,0,0,0,0,1
463,0,0,0,0,1,0
"463,185",0,0,0,0,1,0
468.,0,0,0,0,1,0
"469,056",0,0,0,0,1,0
46:,0,0,0,0,0,1
46;,0,0,0,0,0,1
46s.,0,0,0,0,1,0
47,0,0,0,0,1,1
"47),",0,0,0,0,0,1
"47,",0,0,0,0,1,1
"47,961",0,0,0,0,1,0
47.,0,0,0,0,1,1
47.0,0,0,0,0,1,0
47.],0,0,0,0,0,1
"470,153",0,0,0,0,1,0
471,0,0,0,0,0,1
"471,",0,0,0,0,0,1
471.,0,0,0,0,0,1
"472,015.",0,0,0,0,1,0
472.,0,0,0,0,1,1
474.,0,0,0,0,1,0
475,0,0,0,0,1,0
476,0,0,0,0,0,1
"476,190",0,0,0,0,1,0
476.,0,0,0,0,0,1
477.,0,0,0,0,0,1
477.--The,0,0,0,0,0,1
"478,426",0,0,0,0,1,0
"478,679",0,0,0,0,1,0
479,0,0,0,0,1,0
479.,0,0,0,0,0,1
47:,0,0,0,0,0,1
47;,0,0,0,0,0,1
47s.,0,0,0,0,1,0
48,0,0,0,0,1,1
48),0,0,0,0,0,1
48).,0,0,0,0,0,1
"48,",0,0,0,0,1,1
"48,533,340",0,0,0,0,1,0
"48,604",0,0,0,0,1,0
48-9.,0,0,0,0,1,0
48.,0,0,0,0,0,1
481.,0,0,0,0,1,0
483.,0,0,0,0,1,0
486).,0,0,0,0,0,1
486.,0,0,0,0,0,1
487.,0,0,0,0,1,0
488.,0,0,0,0,0,1
488.--C.,0,0,0,0,0,1
489.,0,0,0,0,1,0
48:,0,0,0,0,0,1
48;,0,0,0,0,1,1
48s.,0,0,0,0,1,0
"48s.,",0,0,0,0,1,0
49,0,0,0,0,1,1
"49,",0,0,0,0,1,1
"49,436,000",0,0,0,0,1,0
49-44.,0,0,0,0,0,1
49.,0,0,0,0,1,1
49.03,0,0,0,0,1,0
49.6,0,0,0,0,1,0
490,0,0,0,0,0,1
490.,0,0,0,0,1,0
491).,0,0,0,0,0,1
494,0,0,0,0,0,1
494.,0,0,0,0,0,1
495,0,0,0,0,1,0
496).,0,0,0,0,0,1
496.,0,0,0,0,0,1
"497,905",0,0,0,0,1,0
497;,0,0,0,0,1,0
498-451.,0,0,0,0,0,1
498.,0,0,0,0,1,1
49:,0,0,0,0,0,1
49s.,0,0,0,0,1,0
49s.;,0,0,0,0,1,0
4:,0,0,0,0,0,1
4d.,0,0,0,0,1,0
"4d.,",0,0,0,0,1,0
4d.-6d.,0,0,0,0,1,0
4d.;,0,0,0,0,1,0
4d.[548],0,0,0,0,1,0
4s.,0,0,0,0,1,0
"4s.,",0,0,0,0,1,0
"4s.,[58]",0,0,0,0,1,0
4s.;,0,0,0,0,1,0
4th,0,0,0,0,1,1
"4th,",0,0,0,0,0,1
5,0,0,0,0,1,1
"5,",0,0,0,0,1,1
"5,000",0,0,0,0,1,0
"5,000,",0,0,0,0,1,0
"5,000,000",0,0,0,0,1,0
"5,071",0,0,0,0,1,0
"5,078,989",0,0,0,0,1,0
"5,213,454",0,0,0,0,1,0
"5,226",0,0,0,0,1,0
"5,350,861",0,0,0,0,1,0
"5,430,402",0,0,0,0,1,0
"5,430.",0,0,0,0,1,0
"5,534",0,0,0,0,1,0
"5,616",0,0,0,0,1,0
"5,699,969",0,0,0,0,1,0
5-1/2,0,0,0,0,1,0
5-1/2.,0,0,0,0,1,0
5-1/2d.,0,0,0,0,1,0
5-1/4d.,0,0,0,0,1,0
5-3/4d.,0,0,0,0,1,0
5-5/8d.,0,0,0,0,1,0
5.,1,1,1,1,1,1
5.74,0,0,0,0,1,0
5/8d.,0,0,0,0,1,0
50,1,1,1,1,1,1
"50),",0,0,0,0,1,1
"50,",0,0,0,0,1,0
"50,000",0,0,0,0,1,1
"50,000,",0,0,0,0,1,0
"50,495,127",0,0,0,0,1,0
50.,0,0,0,0,1,1
500,0,0,0,0,1,1
"500,000",0,0,0,0,1,1
500.,0,0,0,0,1,0
5000,0,0,0,0,0,1
501(c)(3),1,1,1,1,1,1
507.,0,0,0,0,1,0
508),0,0,0,0,0,1
508.,0,0,0,0,0,1
509).,0,0,0,0,0,1
509.,0,0,0,0,0,1
50:,0,0,0,0,0,1
50;,0,0,0,0,1,0
50s.,0,0,0,0,1,0
"50s.,",0,0,0,0,1,0
50th,0,0,0,0,0,1
51,0,0,0,0,1,1
51),0,0,0,0,0,1
"51,",0,0,0,0,1,1
"51,463",0,0,0,0,1,0
51.,0,0,0,0,1,1
51.--The,0,0,0,0,0,1
"510,954",0,0,0,0,1,0
511,0,0,0,0,1,0
512.,0,0,0,0,1,0
513.,0,0,0,0,1,0
51:,0,0,0,0,0,1
51;,0,0,0,0,0,1
51s.;,0,0,0,0,1,0
51st,0,0,0,0,0,1
52,0,0,0,0,1,1
52).,0,0,0,0,0,1
"52,",0,0,0,0,1,0
52.,0,0,0,0,1,1
52.--The,0,0,0,0,0,1
5200.,0,0,0,0,0,1
521.,0,0,0,0,1,0
522,0,0,0,0,1,0
"523),",0,0,0,0,1,0
524,0,0,0,0,1,0
526.,0,0,0,0,1,0
527,0,0,0,0,1,0
527.,0,0,0,0,1,0
"528,568",0,0,0,0,1,0
528.,0,0,0,0,1,0
52:,0,0,0,0,0,1
52;,0,0,0,0,1,0
52s.,0,0,0,0,1,0
"52s.,",0,0,0,0,1,0
53,0,0,0,0,1,1
53),0,0,0,0,0,1
"53,",0,0,0,0,1,1
"53,000",0,0,0,0,0,1
"53,837",0,0,0,0,1,0
"53,993",0,0,0,0,1,0
53-17.,0,0,0,0,0,1
53.,0,0,0,0,1,1
530,0,0,0,0,1,0
532.,0,0,0,0,1,0
534-510.,0,0,0,0,0,1
534-510.--Tarquin,0,0,0,0,0,1
534;,0,0,0,0,1,0
538,0,0,0,0,1,0
"538,",0,0,0,0,1,0
539.,0,0,0,0,1,0
53:,0,0,0,0,0,1
53;,0,0,0,0,0,1
53s.,0,0,0,0,1,0
54,0,0,0,0,1,1
"54,",0,0,0,0,1,1
54-68.--The,0,0,0,0,0,1
54.,0,0,0,0,1,1
54.--The,0,0,0,0,0,1
54.07,0,0,0,0,1,0
"543,",0,0,0,0,1,0
544,0,0,0,0,1,0
547.,0,0,0,0,1,0
54:,0,0,0,0,0,1
54;,0,0,0,0,0,1
54s.,0,0,0,0,1,0
"54s.,",0,0,0,0,1,0
54s.;,0,0,0,0,1,0
55,0,0,0,0,1,1
55).,0,0,0,0,0,1
"55,",0,0,0,0,1,1
55.,0,0,0,0,1,1
55.--In,0,0,0,0,0,1
557.,0,0,0,0,1,0
55:,0,0,0,0,1,1
55;,0,0,0,0,1,1
55s.,0,0,0,0,1,0
56,0,0,0,0,1,1
"56),",0,0,0,0,1,0
"56,",0,0,0,0,1,1
56.,0,0,0,0,1,1
56.--In,0,0,0,0,0,1
"560,",0,0,0,0,0,1
"560,988",0,0,0,0,1,0
562.,0,0,0,0,1,0
565,0,0,0,0,1,0
"569,",0,0,0,0,1,0
56:,0,0,0,0,0,1
56s.,0,0,0,0,1,0
56th,0,0,0,0,0,1
57,0,0,0,0,1,1
57),0,0,0,0,0,1
57).,0,0,0,0,1,1
"57,",0,0,0,0,1,1
57-50.,0,0,0,0,0,1
57.,0,0,0,0,1,1
57.--The,0,0,0,0,0,1
570,0,0,0,0,1,0
570.,0,0,0,0,1,0
572,0,0,0,0,1,0
575,0,0,0,0,1,0
"576,235",0,0,0,0,1,0
"577,000",0,0,0,0,1,0
578-534.,0,0,0,0,0,1
578-534.--Servius,0,0,0,0,0,1
57:,0,0,0,0,0,1
57;,0,0,0,0,0,1
57s.,0,0,0,0,1,0
57th,0,0,0,0,0,1
58,0,0,0,0,1,1
58),0,0,0,0,0,1
58).,0,0,0,0,0,1
"58,",0,0,0,0,1,0
"58,450",0,0,0,0,1,0
58-50.,0,0,0,0,0,1
58-51.,0,0,0,0,0,1
58-54).,0,0,0,0,0,1
58.,0,0,0,0,1,1
58.--Cæsar,0,0,0,0,0,1
581;,0,0,0,0,1,0
586.,0,0,0,0,1,0
587.,0,0,0,0,1,0
"589,000",0,0,0,0,1,0
"589,374",0,0,0,0,1,0
58:,0,0,0,0,0,1
58;,0,0,0,0,0,1
58s.,0,0,0,0,1,0
58th,0,0,0,0,0,1
59,0,0,0,0,1,1
"59,",0,0,0,0,1,0
"59,339",0,0,0,0,1,0
59.,0,0,0,0,1,1
59.48,0,0,0,0,1,0
590,0,0,0,0,1,0
"595,702",0,0,0,0,1,0
596-1887.,1,1,1,1,1,1
599,0,0,0,0,1,0
59:,0,0,0,0,0,1
59;,0,0,0,0,1,1
5:,0,0,0,0,0,1
5;,0,0,0,0,1,1
5d.,0,0,0,0,1,0
"5d.,",0,0,0,0,1,0
5d.;,0,0,0,0,1,0
5s.,0,0,0,0,1,0
"5s.,",0,0,0,0,1,0
5s.;,0,0,0,0,1,0
5th,0,0,0,0,1,1
"5th,",0,0,0,0,0,1
6,0,0,0,0,1,1
6),0,0,0,0,1,0
"6,",0,0,0,0,1,1
"6,000",0,0,0,0,1,0
"6,000,000",0,0,0,0,1,0
"6,033,736",0,0,0,0,1,0
"6,197,019",0,0,0,0,1,0
"6,358,229",0,0,0,0,1,0
"6,479-1/2",0,0,0,0,1,0
"6,664,368",0,0,0,0,1,0
"6,729,562",0,0,0,0,1,0
"6,800",0,0,0,0,1,0
"6,827,346",0,0,0,0,1,0
6-1/2,0,0,0,0,1,0
6-1/2d,0,0,0,0,1,0
6-1/2d.,0,0,0,0,1,0
6-1/4,0,0,0,0,1,0
6.,0,0,0,0,1,1
60,1,1,1,1,1,1
60),0,0,0,0,1,0
"60,",0,0,0,0,1,1
"60,000",0,0,0,0,1,1
"60,000,",0,0,0,0,0,1
60-1/2,0,0,0,0,1,0
60.,0,0,0,0,1,1
600,0,0,0,0,1,1
"600,000,",0,0,0,0,1,0
"600,946",0,0,0,0,1,0
600.,0,0,0,0,0,1
6000,0,0,0,0,0,1
602,0,0,0,0,1,0
607,0,0,0,0,1,0
"607,638",0,0,0,0,1,0
60:,0,0,0,0,0,1
60s.,0,0,0,0,1,0
60th,0,0,0,0,0,1
61,0,0,0,0,1,1
61).,0,0,0,0,0,1
61)[675],0,0,0,0,1,0
"61,",0,0,0,0,1,1
61.,0,0,0,0,1,1
616-498.,0,0,0,0,0,1
616-578.,0,0,0,0,0,1
616-578.--The,0,0,0,0,0,1
"618,321;",0,0,0,0,1,0
619,0,0,0,0,1,0
61:,0,0,0,0,0,1
62,0,0,0,0,1,1
"62),",0,0,0,0,0,1
62).,0,0,0,0,0,1
"62,",0,0,0,0,1,1
62-57.,0,0,0,0,0,1
62.,0,0,0,0,1,1
"6200,",0,0,0,0,0,1
628.,0,0,0,0,1,0
62:,0,0,0,0,0,1
62;,0,0,0,0,0,1
63,0,0,0,0,1,1
63),0,0,0,0,0,1
"63,",0,0,0,0,1,0
"63,309,874",0,0,0,0,1,0
"63,379",0,0,0,0,1,0
63.,0,0,0,0,1,1
63.--In,0,0,0,0,0,1
630.,0,0,0,0,1,0
"635,000",0,0,0,0,1,0
63:,0,0,0,0,0,1
63;,0,0,0,0,1,1
"63n.,",0,0,0,0,1,0
63s.,0,0,0,0,1,0
64,0,0,0,0,1,1
"64,",0,0,0,0,1,1
64-6221541.,1,1,1,1,1,1
64.,0,0,0,0,1,1
640,0,0,0,0,1,0
640-616.,0,0,0,0,0,1
640-616.--Ancus,0,0,0,0,0,1
647.,0,0,0,0,0,1
649.,0,0,0,0,1,0
64:,0,0,0,0,0,1
64;,0,0,0,0,0,1
64s.,0,0,0,0,1,0
64s.;,0,0,0,0,1,0
64th,0,0,0,0,0,1
65,0,0,0,0,1,1
65),0,0,0,0,0,1
"65,",0,0,0,0,1,0
"65,262",0,0,0,0,1,0
65-8.,0,0,0,0,0,1
65.,0,0,0,0,1,1
650,0,0,0,0,1,0
652,0,0,0,0,1,0
"652,764",0,0,0,0,1,0
655,0,0,0,0,1,0
655.,0,0,0,0,1,0
65:,0,0,0,0,0,1
65;,0,0,0,0,1,1
65s.,0,0,0,0,1,0
"65s.,",0,0,0,0,1,0
65s.[729],0,0,0,0,1,0
66,0,0,0,0,1,1
66),0,0,0,0,0,1
66)(Fourteenth,0,0,0,0,0,1
"66),",0,0,0,0,0,1
"66,",0,0,0,0,1,1
"66,855,025",0,0,0,0,1,0
66.,0,0,0,0,1,1
660,0,0,0,0,1,0
660.,0,0,0,0,1,0
663;,0,0,0,0,1,0
66:,0,0,0,0,0,1
66;,0,0,0,0,1,1
66n.,0,0,0,0,1,0
66s.,0,0,0,0,1,0
67,0,0,0,0,1,1
67),0,0,0,0,0,1
"67),",0,0,0,0,0,1
"67,",0,0,0,0,1,0
67.,0,0,0,0,1,1
673-641.,0,0,0,0,0,1
673-641.--Upon,0,0,0,0,0,1
673.,0,0,0,0,1,0
"674,",0,0,0,0,1,0
674;,0,0,0,0,1,0
677.,0,0,0,0,1,0
67:,0,0,0,0,0,1
67n.,0,0,0,0,1,0
"67n.,84,",0,0,0,0,1,0
68,0,0,0,0,1,1
68),0,0,0,0,0,1
"68),",0,0,0,0,0,1
"68,",0,0,0,0,1,0
"68,047",0,0,0,0,1,0
68-76;,0,0,0,0,0,1
68.,0,0,0,0,1,1
680.,0,0,0,0,1,0
681.,0,0,0,0,1,0
"684,491",0,0,0,0,1,0
688,0,0,0,0,1,0
68:,0,0,0,0,0,1
68;,0,0,0,0,0,1
68n.,0,0,0,0,1,0
68s.,0,0,0,0,1,0
69,0,0,0,0,1,1
69),0,0,0,0,0,1
"69,",0,0,0,0,1,0
69-61.,0,0,0,0,0,1
69-71;,0,0,0,0,0,1
"69-79.--Vespasian,",0,0,0,0,0,1
69.,0,0,0,0,1,1
691.,0,0,0,0,1,0
693.,0,0,0,0,1,0
69:,0,0,0,0,0,1
69;,0,0,0,0,0,1
6:,0,0,0,0,0,1
6;,0,0,0,0,0,1
6[420],0,0,0,0,1,0
6d.,0,0,0,0,1,0
"6d.,",0,0,0,0,1,0
"6d.--Tooke,",0,0,0,0,1,0
6d.--_Cheshire,0,0,0,0,1,0
6d.;,0,0,0,0,1,0
6d.[190],0,0,0,0,1,0
6d.[264],0,0,0,0,1,0
6d.[327],0,0,0,0,1,0
6d.[530],0,0,0,0,1,0
6d.[95],0,0,0,0,1,0
6s.,0,0,0,0,1,0
"6s.,",0,0,0,0,1,0
6s.;,0,0,0,0,1,0
6th,0,0,0,0,1,1
"6th,",0,0,0,0,0,1
7,0,0,0,0,1,1
"7,",0,0,0,0,1,1
"7,000",0,0,0,0,1,0
"7,210",0,0,0,0,1,0
"7,302,772",0,0,0,0,1,0
"7,452",0,0,0,0,1,0
"7,800,000",0,0,0,0,1,0
"7,983",0,0,0,0,1,0
7-1/2,0,0,0,0,1,0
7-1/2d.,0,0,0,0,1,0
7-3/4,0,0,0,0,1,0
7-3/4d.,0,0,0,0,1,0
"7-3/4d.,",0,0,0,0,1,0
"7-3/4d.,[506]",0,0,0,0,1,0
7-3/4d.;,0,0,0,0,1,0
7.,0,0,0,0,1,1
7/25/2005RECEIPTS.,0,0,0,0,1,0
70,0,0,0,0,1,1
"70%,",0,0,0,0,1,0
70),0,0,0,0,0,1
"70,",0,0,0,0,1,1
"70,000",0,0,0,0,0,1
"70,626",0,0,0,0,1,0
70-19.,0,0,0,0,0,1
70.,0,0,0,0,1,1
700,0,0,0,0,1,1
"700,000",0,0,0,0,0,1
7000,0,0,0,0,0,1
"703,289",0,0,0,0,1,0
705,0,0,0,0,1,0
706;,0,0,0,0,1,0
70:,0,0,0,0,0,1
70;,0,0,0,0,0,1
70s.,0,0,0,0,1,0
"70s.,",0,0,0,0,1,0
71,0,0,0,0,1,1
"71),",0,0,0,0,1,0
"71,",0,0,0,0,1,1
"71,239",0,0,0,0,1,0
"71,789",0,0,0,0,1,0
71.,0,0,0,0,1,1
716-673.,0,0,0,0,0,1
716-673.--On,0,0,0,0,0,1
71:,0,0,0,0,0,1
72,0,0,0,0,1,1
"72,",0,0,0,0,1,1
"72,640",0,0,0,0,1,0
72.,0,0,0,0,1,1
728,0,0,0,0,1,0
72:,0,0,0,0,0,1
72;,0,0,0,0,1,1
72s.,0,0,0,0,1,0
73,0,0,0,0,0,1
73),0,0,0,0,0,1
73).,0,0,0,0,0,1
"73,",0,0,0,0,1,1
"73,371-1/4",0,0,0,0,1,0
"73,372",0,0,0,0,1,0
73-71).,0,0,0,0,0,1
73.,0,0,0,0,1,1
730,0,0,0,0,1,0
73:,0,0,0,0,0,1
73s.,0,0,0,0,1,0
74,0,0,0,0,1,1
"74,",0,0,0,0,1,1
"74,326,000",0,0,0,0,1,0
"74,574",0,0,0,0,1,0
74-61.,0,0,0,0,0,1
"74-82,",0,0,0,0,1,0
74.,0,0,0,0,1,1
74:,0,0,0,0,0,1
74;,0,0,0,0,0,1
74s.,0,0,0,0,1,0
75,0,0,0,0,1,1
"75),",0,0,0,0,0,1
"75,",0,0,0,0,1,0
"75,000",0,0,0,0,0,1
"75,449",0,0,0,0,1,0
"75,785",0,0,0,0,1,0
75.,0,0,0,0,1,1
"750,808",0,0,0,0,1,0
753,0,0,0,0,0,1
753-616.,0,0,0,0,0,1
753-716.,0,0,0,0,0,1
753-716.--Romulus,0,0,0,0,0,1
753.,0,0,0,0,0,1
75:,0,0,0,0,0,1
75;,0,0,0,0,1,1
75s.,0,0,0,0,1,0
75°,0,0,0,0,1,0
76,0,0,0,0,1,1
"76),",0,0,0,0,1,1
"76,",0,0,0,0,1,1
76.,0,0,0,0,1,1
"761,089",0,0,0,0,1,0
"764,286,625",0,0,0,0,1,0
76:,0,0,0,0,0,1
76;,0,0,0,0,0,1
76s.;,0,0,0,0,1,0
77,0,0,0,0,1,1
77),0,0,0,0,0,1
"77,",0,0,0,0,1,1
"77,285,881",0,0,0,0,1,0
"77,794,380",0,0,0,0,1,0
77.,0,0,0,0,1,1
771.[562],0,0,0,0,1,0
773,0,0,0,0,1,0
77:,0,0,0,0,0,1
77;,0,0,0,0,0,1
77s.,0,0,0,0,1,0
78,0,0,0,0,1,1
"78,",0,0,0,0,1,1
78-70.,0,0,0,0,0,1
78-9.,0,0,0,0,0,1
78.,0,0,0,0,1,1
"787,606",0,0,0,0,1,0
78:,0,0,0,0,0,1
78;,0,0,0,0,1,1
79,0,0,0,0,1,1
79)(Sixth,0,0,0,0,0,1
"79,",0,0,0,0,1,1
"79,913",0,0,0,0,1,0
79-81.,0,0,0,0,0,1
79.,0,0,0,0,1,1
798,0,0,0,0,1,0
"798,912",0,0,0,0,1,0
79;,0,0,0,0,0,1
7:,0,0,0,0,0,1
7;,0,0,0,0,1,1
7d.,0,0,0,0,1,0
"7d.,",0,0,0,0,1,0
7d.;,0,0,0,0,1,0
7d;,0,0,0,0,1,0
7in.,0,0,0,0,1,0
7s.,0,0,0,0,1,0
"7s.,",0,0,0,0,1,0
7th,0,0,0,0,1,0
"7th,",0,0,0,0,0,1
8,0,0,0,0,1,1
"8,",0,0,0,0,1,1
"8,000",0,0,0,0,1,0
"8,309,706",0,0,0,0,1,0
"8,365",0,0,0,0,1,0
"8,525",0,0,0,0,1,0
"8,577,960",0,0,0,0,1,0
"8,609,000",0,0,0,0,1,0
"8,609,368",0,0,0,0,1,0
8-1/2,0,0,0,0,1,0
8-1/2d.,0,0,0,0,1,0
"8-1/2d.,",0,0,0,0,1,0
8-1/4d.,0,0,0,0,1,0
8-1/8d.,0,0,0,0,1,0
8-3/4d.,0,0,0,0,1,0
8-9.,0,0,0,0,1,0
8.,0,0,0,0,1,1
8.81,0,0,0,0,1,0
80,0,0,0,0,1,1
80).,0,0,0,0,0,1
"80,",0,0,0,0,1,1
"80,000",0,0,0,0,1,1
"80,921",0,0,0,0,1,0
80-1.,0,0,0,0,1,0
80.,0,0,0,0,1,1
800,0,0,0,0,1,1
"800,000",0,0,0,0,1,0
8000,0,0,0,0,0,1
"803,844",0,0,0,0,1,0
809,1,1,1,1,1,1
80;,0,0,0,0,0,1
80s.,0,0,0,0,1,0
80th,0,0,0,0,0,1
81,0,0,0,0,1,1
81);,0,0,0,0,0,1
"81,",0,0,0,0,1,1
"81,665",0,0,0,0,1,0
81-96,0,0,0,0,0,1
81.,0,0,0,0,1,1
"814,",0,0,0,0,0,1
814.,0,0,0,0,0,1
81;,0,0,0,0,0,1
81s.,0,0,0,0,1,0
82,0,0,0,0,0,1
82),0,0,0,0,0,1
"82),",0,0,0,0,0,1
"82,",0,0,0,0,1,0
"82,600",0,0,0,0,1,0
82-105.,0,0,0,0,0,1
82.,0,0,0,0,1,1
82;,0,0,0,0,1,0
82n.,0,0,0,0,1,0
82s.,0,0,0,0,1,0
83,0,0,0,0,0,1
83).,0,0,0,0,0,1
"83,",0,0,0,0,1,1
"83-5,",0,0,0,0,1,0
83-78.,0,0,0,0,0,1
83.,0,0,0,0,1,1
836,0,0,0,0,1,0
83;,0,0,0,0,0,1
84,0,0,0,0,1,1
"84),",0,0,0,0,0,1
"84,",0,0,0,0,1,0
"84,889",0,0,0,0,1,0
84.,0,0,0,0,1,1
84.)(Fourth,0,0,0,0,0,1
"84116,",1,1,1,1,1,1
84;,0,0,0,0,1,1
84s.,0,0,0,0,1,0
85,0,0,0,0,0,1
85).,0,0,0,0,0,1
"85,",0,0,0,0,1,0
85.,0,0,0,0,1,1
"852,389",0,0,0,0,1,0
85;,0,0,0,0,1,0
85th,0,0,0,0,0,1
86,0,0,0,0,1,1
"86),",0,0,0,0,0,1
"86,",0,0,0,0,1,1
86-34.,0,0,0,0,0,1
"86-7,",0,0,0,0,1,0
86.,0,0,0,0,1,1
"861,156",0,0,0,0,1,0
"863,817",0,0,0,0,1,0
86;,0,0,0,0,1,1
86s.,0,0,0,0,1,0
87,0,0,0,0,0,1
"87,",0,0,0,0,1,1
87-47.,0,0,0,0,0,1
87.,0,0,0,0,1,1
"879,200",0,0,0,0,1,0
87;,0,0,0,0,1,1
88,0,0,0,0,1,1
88).,0,0,0,0,0,1
"88,",0,0,0,0,0,1
88-84.,0,0,0,0,0,1
88-86.,0,0,0,0,0,1
88.,0,0,0,0,1,1
88.3,0,0,0,0,1,0
880,0,0,0,0,1,0
88;,0,0,0,0,0,1
89,0,0,0,0,1,1
89),0,0,0,0,0,1
"89),",0,0,0,0,0,1
"89,",0,0,0,0,1,0
"89-91,",0,0,0,0,1,0
89.,0,0,0,0,1,1
"890,174",0,0,0,0,1,0
89;,0,0,0,0,0,1
8:,0,0,0,0,0,1
8;,0,0,0,0,0,1
8d.,0,0,0,0,1,0
8d.),0,0,0,0,1,0
8d.);',0,0,0,0,1,0
"8d.,",0,0,0,0,1,0
8d.-1s.,0,0,0,0,1,0
8d.;,0,0,0,0,1,0
8d.[533],0,0,0,0,1,0
8d:,0,0,0,0,1,0
8s.,0,0,0,0,1,0
8th,0,0,0,0,0,1
"8th,",0,0,0,0,0,1
9,0,0,0,0,1,1
"9,",0,0,0,0,1,1
"9,000,000",0,0,0,0,1,0
"9,234",0,0,0,0,1,0
"9,775,000",0,0,0,0,1,0
9-1/2,0,0,0,0,1,0
9-1/2d.,0,0,0,0,1,0
"9-1/2d.,",0,0,0,0,1,0
9-1/2d.;,0,0,0,0,1,0
9-1/4,0,0,0,0,1,0
9-1/4d.,0,0,0,0,1,0
9-1/4d.[91],0,0,0,0,1,0
9-15;,0,0,0,0,0,1
9-28.,0,0,0,0,0,1
9-3/4,0,0,0,0,1,0
9-3/4d.,0,0,0,0,1,0
9.,0,0,0,0,1,1
90,1,1,1,1,1,1
90).,0,0,0,0,0,1
"90,",0,0,0,0,1,1
"90,000",0,0,0,0,1,1
90-89.,0,0,0,0,0,1
90.,0,0,0,0,0,1
90.),0,0,0,0,0,1
900,0,0,0,0,1,1
"900,[69]",0,0,0,0,1,0
90th,0,0,0,0,0,1
91,0,0,0,0,1,1
91),0,0,0,0,0,1
"91,",0,0,0,0,1,0
"91,037",0,0,0,0,1,0
91.,0,0,0,0,0,1
92,0,0,0,0,1,1
92).,0,0,0,0,0,1
"92,",0,0,0,0,1,1
92.,0,0,0,0,1,1
92;,0,0,0,0,0,1
92s.,0,0,0,0,1,0
93,0,0,0,0,1,1
"93,",0,0,0,0,1,1
"93-4,",0,0,0,0,1,0
93.,0,0,0,0,1,1
936,0,0,0,0,1,0
93;,0,0,0,0,0,1
94,0,0,0,0,0,1
"94,",0,0,0,0,1,0
94.,0,0,0,0,1,1
942,0,0,0,0,1,0
"947,602",0,0,0,0,1,0
94;,0,0,0,0,1,1
94s.,0,0,0,0,1,0
95,0,0,0,0,1,1
"95,",0,0,0,0,1,1
"95,956,376",0,0,0,0,1,0
95-51.,0,0,0,0,0,1
95.,0,0,0,0,1,1
956,0,0,0,0,1,0
95;,0,0,0,0,0,1
96,0,0,0,0,1,1
"96,",0,0,0,0,1,0
"96,212",0,0,0,0,1,0
"96,582,863",0,0,0,0,1,0
96-98.,0,0,0,0,0,1
96.,0,0,0,0,1,1
"96.--COMMODUS,",0,0,0,0,0,1
964.,0,0,0,0,1,0
968,0,0,0,0,1,0
"969,890",0,0,0,0,1,0
96;,0,0,0,0,1,1
97,0,0,0,0,1,1
"97,",0,0,0,0,1,1
"97,020",0,0,0,0,1,0
97.,0,0,0,0,1,1
973,0,0,0,0,1,0
97;,0,0,0,0,1,1
98,0,0,0,0,0,1
"98,",0,0,0,0,1,0
"98,005",0,0,0,0,1,0
98-117,0,0,0,0,0,1
98.,0,0,0,0,0,1
"981,486",0,0,0,0,1,0
98;,0,0,0,0,1,0
99,0,0,0,0,0,1
99),0,0,0,0,0,1
"99,",0,0,0,0,1,0
"99,300,000",0,0,0,0,1,0
99.,0,0,0,0,1,0
"996,642",0,0,0,0,1,0
99;,0,0,0,0,0,1
99n.,0,0,0,0,1,0
9:,0,0,0,0,0,1
9;,0,0,0,0,0,1
9d.,0,0,0,0,1,0
"9d.,",0,0,0,0,1,0
9d.-1s.,0,0,0,0,1,0
9d.;,0,0,0,0,1,0
9s.,0,0,0,0,1,0
"9s.,",0,0,0,0,1,0
9s.;,0,0,0,0,1,0
9s.[639],0,0,0,0,1,0
9th,0,0,0,0,0,1
"9th,",0,0,0,0,0,1
:,0,1,0,0,0,0
=,0,0,0,0,1,0
=====,0,0,0,0,1,0
======,0,0,0,0,1,0
=======,0,0,0,0,1,0
========,0,0,0,0,1,0
=========,0,0,0,0,1,0
==========,0,0,0,0,1,0
===========,0,0,0,0,1,0
============,0,0,0,0,1,0
==============,0,0,0,0,1,0
===============,0,0,0,0,1,0
>,0,0,0,0,0,1
@,0,0,0,0,1,0
A,1,1,1,1,1,1
A.,1,0,0,0,1,1
"A.,",0,0,0,0,1,1
A.D.,0,0,0,0,1,1
A.H.,0,0,0,0,1,0
A.M.,0,0,0,0,0,1
ACCESSION,0,0,0,0,0,1
"ACCIUS,",0,0,0,0,0,1
ACCORDING,0,0,0,0,1,0
ACHÆAN,0,0,0,0,0,1
"ACHÆAN,",0,0,0,0,0,1
ACRE.,0,0,0,0,1,0
ACROSS,0,0,0,0,0,1
ACT,0,1,0,0,0,0
